Id,price
0,16171.42857142857
1,16357.142857142857
2,24364.285714285714
3,16785.714285714286
4,8592.857142857143
5,18700.0
6,5785.714285714285
7,10441.57142857143
8,17242.85714285714
9,18771.428571428572
10,24728.571428571428
11,5871.428571428572
12,13378.57142857143
13,12878.57142857143
14,16382.142857142857
15,10621.42857142857
16,20107.14285714286
17,16500.0
18,15492.857142857143
19,11400.0
20,5400.0
21,5228.571428571428
22,14407.142857142857
23,16842.85714285714
24,20271.428571428572
25,23685.714285714286
26,20825.0
27,18321.428571428572
28,6428.571428571428
29,16457.14285714286
30,19400.0
31,14250.0
32,16235.714285714286
33,5400.0
34,24828.571428571428
35,19400.0
36,8828.57142857143
37,13157.142857142857
38,19471.428571428572
39,18200.0
40,15942.857142857143
41,18128.571428571428
42,18285.714285714286
43,30071.428571428572
44,18000.0
45,19628.571428571428
46,14300.0
47,12885.714285714286
48,19807.14285714286
49,8817.857142857143
50,20935.714285714286
51,5242.857142857143
52,16857.14285714286
53,16971.428571428572
54,15471.42857142857
55,18557.14285714286
56,25964.285714285714
57,9910.714285714286
58,11341.57142857143
59,19257.14285714286
60,14614.285714285714
61,21900.0
62,12314.285714285714
63,20957.14285714286
64,20364.285714285714
65,18107.14285714286
66,15971.42857142857
67,19314.285714285714
68,26907.14285714286
69,18271.428571428572
70,14823.142857142857
71,22057.14285714286
72,14885.714285714286
73,15400.0
74,14300.0
75,13628.57142857143
76,16846.428571428572
77,20485.714285714286
78,12014.285714285714
79,22271.428571428572
80,13171.42857142857
81,17107.14285714286
82,13428.57142857143
83,11164.285714285714
84,7448.571428571428
85,13285.714285714286
86,15800.0
87,20514.285714285714
88,17730.285714285714
89,19457.14285714286
90,19114.285714285714
91,16571.428571428572
92,15780.285714285714
93,16557.14285714286
94,12014.285714285714
95,18900.0
96,17142.85714285714
97,10792.857142857143
98,20592.85714285714
99,13971.42857142857
100,16821.428571428572
101,17757.14285714286
102,16771.428571428572
103,15192.857142857143
104,13550.0
105,15007.142857142857
106,16728.571428571428
107,16542.85714285714
108,13592.857142857143
109,20042.85714285714
110,6714.285714285715
111,14785.714285714286
112,16485.714285714286
113,10364.285714285714
114,13400.0
115,15528.57142857143
116,18815.571428571428
117,21992.85714285714
118,16600.0
119,19878.571428571428
120,12728.57142857143
121,14842.857142857143
122,18935.714285714286
123,17305.85714285714
124,13435.714285714286
125,6057.142857142857
126,19014.285714285714
127,14642.857142857143
128,16871.428571428572
129,11142.857142857143
130,9198.57142857143
131,29098.0
132,6114.285714285715
133,5671.428571428572
134,14114.285714285714
135,28421.428571428572
136,16471.428571428572
137,13735.714285714286
138,18057.14285714286
139,16721.428571428572
140,21185.714285714286
141,13900.0
142,13121.42857142857
143,16357.142857142857
144,11750.0
145,14371.42857142857
146,19271.428571428572
147,16407.14285714286
148,10428.57142857143
149,12328.57142857143
150,10078.57142857143
151,12721.42857142857
152,16871.428571428572
153,18321.428571428572
154,10810.714285714286
155,11210.57142857143
156,13492.857142857143
157,6157.142857142857
158,14742.857142857143
159,16542.85714285714
160,15100.0
161,26971.428571428572
162,12714.285714285714
163,11457.142857142857
164,17714.285714285714
165,6500.0
166,17900.0
167,15857.142857142857
168,11200.0
169,17985.714285714286
170,27642.85714285714
171,15780.285714285714
172,31471.428571428572
173,13642.857142857143
174,13550.0
175,6771.428571428572
176,24392.85714285714
177,29200.0
178,12607.142857142857
179,22485.714285714286
180,15364.285714285714
181,21364.285714285714
182,21185.714285714286
183,15271.42857142857
184,24835.714285714286
185,10642.857142857143
186,10471.42857142857
187,23200.0
188,21528.571428571428
189,15471.42857142857
190,15925.0
191,20957.14285714286
192,23557.14285714286
193,16928.571428571428
194,17271.428571428572
195,16828.571428571428
196,19900.0
197,14600.0
198,17750.0
199,9757.142857142857
200,13685.714285714286
201,16300.0
202,13096.285714285714
203,20507.14285714286
204,31014.285714285714
205,10414.285714285714
206,16592.85714285714
207,17985.714285714286
208,19235.714285714286
209,14735.714285714286
210,14628.57142857143
211,17114.285714285714
212,23700.0
213,16442.85714285714
214,12607.142857142857
215,10957.142857142857
216,16328.57142857143
217,17757.14285714286
218,13157.142857142857
219,14207.142857142857
220,15328.57142857143
221,17644.14285714286
222,15614.285714285714
223,4442.857142857143
224,17171.428571428572
225,5542.857142857143
226,8170.0
227,19614.285714285714
228,19171.428571428572
229,20271.428571428572
230,11400.0
231,30028.571428571428
232,15328.57142857143
233,11112.857142857143
234,11042.857142857143
235,12457.142857142857
236,15842.857142857143
237,25850.0
238,16685.714285714286
239,12285.714285714286
240,21800.0
241,22085.714285714286
242,16328.57142857143
243,14712.857142857143
244,15900.0
245,6892.857142857143
246,18650.0
247,27957.14285714286
248,18835.714285714286
249,15971.42857142857
250,10964.285714285714
251,16142.857142857143
252,17800.0
253,16971.428571428572
254,17321.428571428572
255,13196.714285714286
256,14571.42857142857
257,9971.42857142857
258,21985.714285714286
259,13964.285714285714
260,5000.0
261,19828.571428571428
262,11128.57142857143
263,18914.285714285714
264,18842.85714285714
265,19750.0
266,17514.285714285714
267,14678.57142857143
268,7100.0
269,18457.14285714286
270,15914.285714285714
271,16914.285714285714
272,12371.42857142857
273,16007.142857142857
274,5014.285714285715
275,20828.571428571428
276,19821.428571428572
277,21471.428571428572
278,10671.42857142857
279,21185.714285714286
280,20885.714285714286
281,14728.57142857143
282,16671.428571428572
283,17214.285714285714
284,6778.571428571428
285,7400.0
286,14964.285714285714
287,17914.285714285714
288,17985.714285714286
289,26971.428571428572
290,26707.14285714286
291,16900.0
292,15351.714285714286
293,16871.428571428572
294,14112.857142857143
295,15742.857142857143
296,15207.142857142857
297,25892.85714285714
298,20314.285714285714
299,16507.14285714286
300,9350.0
301,21321.428571428572
302,21457.14285714286
303,14385.714285714286
304,13228.57142857143
305,14650.0
306,18471.428571428572
307,12635.714285714286
308,18457.14285714286
309,27000.0
310,9857.142857142857
311,6071.428571428572
312,14492.857142857143
313,5214.285714285715
314,15000.0
315,15471.42857142857
316,22285.714285714286
317,13571.42857142857
318,16971.428571428572
319,17828.571428571428
320,16846.428571428572
321,13671.42857142857
322,9542.857142857143
323,20105.714285714286
324,11178.57142857143
325,5728.571428571428
326,15264.285714285714
327,17964.285714285714
328,15414.285714285714
329,6285.714285714285
330,5985.714285714285
331,4221.428571428572
332,14085.714285714286
333,21321.428571428572
334,14155.714285714286
335,16028.57142857143
336,15250.0
337,13457.142857142857
338,27050.0
339,17957.14285714286
340,19471.428571428572
341,15928.57142857143
342,16842.85714285714
343,15821.42857142857
344,14107.142857142857
345,17121.428571428572
346,17728.571428571428
347,17335.714285714286
348,13314.285714285714
349,13878.57142857143
350,18750.0
351,17371.428571428572
352,18200.0
353,21814.285714285714
354,19200.0
355,16114.285714285714
356,16248.714285714286
357,10450.0
358,9614.285714285714
359,14114.285714285714
360,19757.14285714286
361,14285.714285714286
362,19985.714285714286
363,17600.0
364,11507.142857142857
365,29400.0
366,26828.571428571428
367,20442.85714285714
368,17964.285714285714
369,17742.85714285714
370,21585.714285714286
371,12600.0
372,17728.571428571428
373,10892.857142857143
374,10792.857142857143
375,15437.42857142857
376,18044.14285714286
377,10298.57142857143
378,7285.714285714285
379,13542.857142857143
380,7557.142857142857
