Id,price
0,17719.221115600507
1,16897.792664519355
2,24714.099552142423
3,14986.614726326672
4,6483.975124479624
5,22982.046802508426
6,5699.351376479068
7,8209.530019544636
8,16940.957111696407
9,18709.022080545772
10,28815.74439052838
11,5114.3588047836065
12,13708.377629433695
13,10450.542691907076
14,16531.801515496198
15,10097.835678760403
16,19114.10482421583
17,15069.750943266568
18,14844.44402919396
19,10010.672189874036
20,5288.930229584616
21,4615.576780450624
22,13844.387060603052
23,17307.48849901909
24,21726.96223974579
25,20771.122913510015
26,21873.061791881904
27,17558.461545389993
28,5556.713966073108
29,16790.216920235733
30,18036.986223773398
31,13363.275106290474
32,14941.354886336314
33,5698.6254417880755
34,27553.601845699195
35,18879.38927061351
36,9967.67189220861
37,16188.531743149757
38,17525.99778553893
39,19453.70898257018
40,15551.14995665943
41,17359.30662670801
42,17801.25391384296
43,29405.24179929341
44,17932.459654268998
45,19372.63563260557
46,13608.644471683818
47,11376.278408123118
48,19488.360029164545
49,6241.419184051317
50,23458.772705535466
51,5870.209083289978
52,16516.511351639696
53,16589.795506485683
54,16354.25562193855
55,19578.490248758622
56,22040.87710490047
57,9345.359787838292
58,9502.362147088317
59,17573.273415302177
60,12436.663458690055
61,18862.90890562667
62,11463.790457418852
63,21190.16046559398
64,19706.999746958027
65,17902.488697514207
66,11795.689208991653
67,18924.25645962919
68,27421.380820834074
69,18895.58987914339
70,17438.872101632664
71,21331.227657164116
72,14945.70937959965
73,14210.760687524687
74,16548.19427388979
75,12850.888349474852
76,16441.13032130133
77,18878.49230062643
78,9834.266989461577
79,25280.064660964934
80,8348.573062490947
81,21885.145798993224
82,18258.456870477963
83,15140.896701439015
84,4893.364370674497
85,15230.562129080316
86,16552.805843901373
87,29204.233987322794
88,26651.36717288352
89,16977.068379127715
90,20257.871761420727
91,16040.225693021397
92,23855.155609321835
93,17231.09983179266
94,10542.791103077738
95,18169.949040024298
96,17879.6556186235
97,9713.065355226236
98,31801.043112073585
99,11352.900002676746
100,15046.158462798825
101,17307.353401416356
102,20167.49868360807
103,14326.105277017394
104,9423.001814065832
105,15965.703422680079
106,16476.275781873715
107,16687.433249324407
108,13171.482259632163
109,19937.11836381521
110,5612.2903258525375
111,10784.120330752636
112,16391.079517326372
113,5997.356978940336
114,13830.17544008092
115,15073.576078529657
116,18188.401953185512
117,21876.047291450814
118,17457.915540776594
119,19295.153398378385
120,12110.614996607062
121,13664.343077101135
122,18435.25854856464
123,18519.64072016387
124,13537.500820475447
125,5798.3604543251895
126,18690.426183781023
127,14213.28630787332
128,18139.858832027105
129,11764.981054080725
130,9417.79769451528
131,29601.041523358243
132,6817.335189396946
133,5553.1594530566645
134,13215.031792672256
135,24246.507025064162
136,14302.46107008404
137,13891.517035926596
138,16984.666385630007
139,15112.332424794287
140,17464.48802395295
141,14722.876633113461
142,14000.528594369014
143,16467.49567237547
144,10785.469550867952
145,13838.7661009425
146,26727.973237710707
147,15921.182436691905
148,12774.936464457502
149,12347.402322876045
150,9693.475961447852
151,10059.626224115333
152,16764.6839631193
153,17083.787326370886
154,9201.49569676744
155,9639.729976085611
156,12105.099577463765
157,7580.138652462852
158,12342.467916010872
159,16632.48615835667
160,15698.598481877872
161,29310.261016193814
162,11668.055744040756
163,10116.57002805946
164,28937.508596334137
165,5011.697832738528
166,17358.129325051897
